corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
gdc,mgfk.0,10088,42344,0,10102,11389,0
gdc,mgfk.0,10088,42344,0,11402,13485,0
gdc,mgfk.0,10088,42344,0,13499,14706,0
gdc,mgfk.0,10088,42344,0,14720,16082,0
gdc,mgfk.0,10088,42344,0,16095,25883,0
gdc,mgfk.0,10088,42344,0,25897,29759,0
gdc,mgfk.0,10088,42344,0,29772,35472,0
gdc,mgfk.0,10088,42344,0,35485,39078,0
gdc,mgfk.0,10088,42344,0,39091,41666,0
gdc,mgfk.0,10088,42344,0,41680,42344,0
gdc,mgfk.0,42359,62497,0,42373,45752,0
gdc,mgfk.0,42359,62497,0,45765,49393,0
gdc,mgfk.0,42359,62497,0,49406,52174,0
gdc,mgfk.0,42359,62497,0,52187,54022,0
gdc,mgfk.0,42359,62497,0,54036,58112,0
gdc,mgfk.0,42359,62497,0,58125,62497,0
gdc,mgfk.0,62513,90517,0,62527,64009,0
gdc,mgfk.0,62513,90517,0,64022,68251,0
gdc,mgfk.0,62513,90517,0,68265,69106,0
gdc,mgfk.0,62513,90517,0,69119,74298,0
gdc,mgfk.0,62513,90517,0,74311,77518,0
gdc,mgfk.0,62513,90517,0,77531,81461,0
gdc,mgfk.0,62513,90517,0,81474,83066,0
gdc,mgfk.0,62513,90517,0,83079,84051,0
gdc,mgfk.0,62513,90517,0,84064,86345,0
gdc,mgfk.0,62513,90517,0,86359,88029,0
gdc,mgfk.0,62513,90517,0,88042,90517,0
